79     81       0.702731     -0.0236938
81     79       0.702731     -0.0236938
79     83       0.699703     -0.0124288
83     79       0.699703     -0.0124288
79     85       0.702127     -0.00687714
85     79       0.702127     -0.00687714
79     87       0.709629     -0.00727012
87     79       0.709629     -0.00727012
79     89       0.721086     -0.00678327
89     79       0.721086     -0.00678327
79     91       0.734696     -0.00807107
91     79       0.734696     -0.00807107
79     93       0.748252     -0.00729137
93     79       0.748252     -0.00729137
79     95       0.759471     -0.00646845
95     79       0.759471     -0.00646845
79     97       0.766426     -0.00457893
97     79       0.766426     -0.00457893
79     99       0.767924     -0.00279492
99     79       0.767924     -0.00279492
79     101       0.763748     -0.00102944
101     79       0.763748     -0.00102944
79     103       0.754684     0.000275737
103     79       0.754684     0.000275737
79     105       0.742332     0.00111257
105     79       0.742332     0.00111257
79     107       0.728781     0.00145104
107     79       0.728781     0.00145104
79     109       0.716225     0.00137835
109     79       0.716225     0.00137835
79     111       0.706629     0.000982796
111     79       0.706629     0.000982796
79     113       0.701447     0.000406272
113     79       0.701447     0.000406272
79     115       0.701444     -0.000286111
115     79       0.701444     -0.000286111
79     117       0.706636     -0.000934226
117     79       0.706636     -0.000934226
79     119       0.716224     -0.00150084
119     79       0.716224     -0.00150084
79     121       0.728733     -0.00184056
121     79       0.728733     -0.00184056
79     123       0.742145     -0.0019523
123     79       0.742145     -0.0019523
79     125       0.75423     -0.00177792
125     79       0.75423     -0.00177792
79     127       0.76293     -0.00138998
127     79       0.76293     -0.00138998
79     129       0.766724     -0.00084479
129     79       0.766724     -0.00084479
79     131       0.764973     -0.000263562
131     79       0.764973     -0.000263562
79     133       0.757995     0.000258043
133     79       0.757995     0.000258043
79     135       0.747032     0.000633772
135     79       0.747032     0.000633772
79     137       0.733951     0.000821131
137     79       0.733951     0.000821131
79     139       0.720917     0.00081289
139     79       0.720917     0.00081289
79     141       0.71002     0.000635645
141     79       0.71002     0.000635645
79     143       0.702953     0.000333217
143     79       0.702953     0.000333217
79     145       0.700783     -3.52843e-05
145     79       0.700783     -3.52843e-05
79     147       0.703844     -0.000414647
147     79       0.703844     -0.000414647
79     149       0.711657     -0.000743071
149     79       0.711657     -0.000743071
79     151       0.72303     -0.000974865
151     79       0.72303     -0.000974865
79     153       0.736154     -0.00106941
153     79       0.736154     -0.00106941
79     155       0.748893     -0.00101497
155     79       0.748893     -0.00101497
79     157       0.759107     -0.000820446
157     79       0.759107     -0.000820446
79     159       0.765034     -0.000524963
159     79       0.765034     -0.000524963
79     161       0.765644     -0.00018398
161     79       0.765644     -0.00018398
79     163       0.760825     0.000139257
163     79       0.760825     0.000139257
79     165       0.751429     0.000389657
165     79       0.751429     0.000389657
79     167       0.739075     0.000530449
167     79       0.739075     0.000530449
79     169       0.725846     0.000548443
169     79       0.725846     0.000548443
79     171       0.713903     0.000452899
171     79       0.713903     0.000452899
79     173       0.705135     0.000269749
173     79       0.705135     0.000269749
79     175       0.700895     3.44097e-05
175     79       0.700895     3.44097e-05
79     177       0.701818     -0.000214093
177     79       0.701818     -0.000214093
79     179       0.707777     -0.000437877
179     79       0.707777     -0.000437877
79     181       0.717865     -0.000603329
181     79       0.717865     -0.000603329
79     183       0.730533     -0.000684998
183     79       0.730533     -0.000684998
79     185       0.743753     -0.000669804
185     79       0.743753     -0.000669804
79     187       0.755345     -0.000561137
187     79       0.755345     -0.000561137
79     189       0.763334     -0.00037901
189     79       0.763334     -0.00037901
79     191       0.766325     -0.000157663
191     79       0.766325     -0.000157663
79     193       0.763777     6.17703e-05
193     79       0.763777     6.17703e-05
79     195       0.756132     0.000240235
195     79       0.756132     0.000240235
79     197       0.744716     0.000349253
197     79       0.744716     0.000349253
79     199       0.731497     0.000376207
199     79       0.731497     0.000376207
79     201       0.718678     0.000324159
201     79       0.718678     0.000324159
79     203       0.708347     0.000209334
203     79       0.708347     0.000209334
79     205       0.702109     5.48738e-05
205     79       0.702109     5.48738e-05
79     207       0.700933     -0.000112656
207     79       0.700933     -0.000112656
79     209       0.704984     -0.000268189
209     79       0.704984     -0.000268189
79     211       0.713681     -0.000388637
211     79       0.713681     -0.000388637
79     213       0.725701     -0.000456438
213     79       0.725701     -0.000456438
