1     0.0025521
3     0.0051468
5     0.00581132
7     0.00717461
9     0.00926864
11     0.0121678
13     0.0160504
15     0.0209564
17     0.0269216
19     0.0339067
21     0.0417427
23     0.0502586
25     0.0591236
27     0.0680589
29     0.0766753
31     0.0846681
33     0.0916969
35     0.0975211
37     0.101923
39     0.104785
41     0.106044
43     0.105728
45     0.103925
47     0.100788
49     0.0965126
51     0.0913355
53     0.0855152
55     0.079325
57     0.0730376
59     0.0669185
61     0.0612132
63     0.056143
65     0.0518963
67     0.0486245
69     0.0464385
71     0.0454044
73     0.0455444
75     0.0468328
77     0.0492008
79     0.0525348
81     0.0566836
83     0.0614607
85     0.0666549
87     0.072036
89     0.0773666
91     0.0824109
93     0.0869467
95     0.0907743
97     0.093728
99     0.0956839
101     0.0965631
103     0.0963398
105     0.095038
107     0.0927297
109     0.0895322
111     0.0856018
113     0.081123
115     0.0763044
117     0.0713628
119     0.0665205
121     0.0619894
123     0.0579678
125     0.0546274
127     0.0521115
129     0.0505247
131     0.0499336
133     0.0503599
135     0.0517835
137     0.0541397
139     0.057325
141     0.061198
143     0.0655881
145     0.0703
147     0.075124
149     0.0798429
151     0.0842436
153     0.0881259
155     0.0913142
157     0.093666
159     0.0950719
161     0.0954687
163     0.094837
165     0.0932061
167     0.0906518
169     0.0872901
171     0.0832761
173     0.0787904
175     0.0740364
177     0.0692292
179     0.0645849
181     0.0603122
183     0.0566012
185     0.0536185
187     0.0514964
189     0.0503323
191     0.0501797
193     0.0510512
195     0.0529126
197     0.0556893
199     0.0592641
201     0.0634862
203     0.0681728
205     0.0731198
207     0.0781074
209     0.082911
211     0.08731
213     0.0910989
215     0.0940954
217     0.0961523
219     0.0971613
221     0.0970643
223     0.0958501
225     0.0935627
227     0.0902919
229     0.0861766
231     0.0813981
233     0.0761687
235     0.0707228
237     0.0653037
239     0.0601555
241     0.0555097
243     0.0515782
245     0.0485414
247     0.0465448
249     0.0456898
251     0.0460339
253     0.0475853
255     0.0503048
257     0.0541058
259     0.0588553
261     0.06438
263     0.0704659
265     0.076871
267     0.0833243
269     0.0895437
271     0.0952376
273     0.100125
275     0.103941
277     0.106457
279     0.107486
281     0.106904
283     0.104646
285     0.100747
287     0.0953002
289     0.0885096
291     0.0806073
293     0.071941
295     0.0628229
297     0.0536707
299     0.0447809
301     0.0365261
303     0.0290966
305     0.0226989
307     0.0173906
309     0.0131479
311     0.0099534
313     0.00760787
315     0.00606401
317     0.00525655
319     0.002589
