-0.000400674  -0.018298  -0.018298  -0.000400674  81  83  0.0357946  -0.0373973
-0.000504081  -0.0196994  -0.0196994  -0.000504081  83  85  0.0383906  -0.0404069
-0.00061159  -0.0211512  -0.0211512  -0.00061159  85  87  0.0410792  -0.0435255
-0.000718135  -0.0225891  -0.0225891  -0.000718135  87  89  0.0437419  -0.0466144
-0.000819074  -0.0239498  -0.0239498  -0.000819074  89  91  0.0462615  -0.0495378
-0.000909674  -0.0251734  -0.0251734  -0.000909674  91  93  0.0485274  -0.0521661
-0.000985973  -0.0262061  -0.0262061  -0.000985973  93  95  0.0504402  -0.0543841
-0.00104447  -0.0270032  -0.0270032  -0.00104447  95  97  0.0519174  -0.0560953
-0.00108241  -0.027531  -0.027531  -0.00108241  97  99  0.0528973  -0.0572269
-0.00109918  -0.0277694  -0.0277694  -0.00109918  99  101  0.0533405  -0.0577372
-0.00109281  -0.0277104  -0.0277104  -0.00109281  101  103  0.0532352  -0.0576065
-0.00106445  -0.0273608  -0.0273608  -0.00106445  103  105  0.0525928  -0.0568506
-0.00101595  -0.02674  -0.02674  -0.00101595  105  107  0.0514482  -0.055512
-0.000949755  -0.0258786  -0.0258786  -0.000949754  107  109  0.0498577  -0.0536567
-0.000869278  -0.0248188  -0.0248188  -0.000869278  109  111  0.0478991  -0.0513762
-0.000779784  -0.0236117  -0.0236117  -0.000779784  111  113  0.0456639  -0.048783
-0.000682895  -0.0223118  -0.0223118  -0.000682895  113  115  0.0432579  -0.0459894
-0.000584495  -0.0209789  -0.0209789  -0.000584495  115  117  0.0407888  -0.0431268
-0.000488202  -0.0196718  -0.0196718  -0.000488202  117  119  0.0383672  -0.04032
-0.000398803  -0.0184489  -0.0184489  -0.000398803  119  121  0.0361002  -0.0376954
-0.00031944  -0.0173628  -0.0173628  -0.00031944  121  123  0.0340868  -0.0353645
-0.000253995  -0.016461  -0.016461  -0.000253995  123  125  0.032414  -0.03343
-0.000204582  -0.0157813  -0.0157813  -0.000204582  125  127  0.0311534  -0.0319717
-0.000173721  -0.0153528  -0.0153528  -0.000173721  127  129  0.0303582  -0.0310531
-0.000162167  -0.0151928  -0.0151928  -0.000162167  129  131  0.0300614  -0.03071
-0.000170825  -0.015308  -0.015308  -0.000170825  131  133  0.0302743  -0.0309576
-0.000198915  -0.0156921  -0.0156921  -0.000198915  133  135  0.0309863  -0.031782
-0.000245654  -0.0163282  -0.0163282  -0.000245654  135  137  0.0321651  -0.0331477
-0.000308735  -0.0171878  -0.0171878  -0.000308735  137  139  0.0337581  -0.034993
-0.000385789  -0.018233  -0.018233  -0.000385789  139  141  0.0356945  -0.0372377
-0.000473189  -0.0194175  -0.0194175  -0.00047319  141  143  0.0378886  -0.0397813
-0.000567344  -0.0206888  -0.0206888  -0.000567344  143  145  0.0402429  -0.0425123
-0.000663837  -0.02199  -0.02199  -0.000663838  145  147  0.0426523  -0.0453076
-0.000758537  -0.0232628  -0.0232628  -0.000758537  147  149  0.0450085  -0.0480426
-0.000847007  -0.0244494  -0.0244494  -0.000847007  149  151  0.0472049  -0.0505929
-0.000925289  -0.0254962  -0.0254962  -0.000925289  151  153  0.0491418  -0.0528429
-0.000989617  -0.0263556  -0.0263556  -0.000989617  153  155  0.050732  -0.0546904
-0.00103652  -0.0269888  -0.0269888  -0.00103652  155  157  0.0519046  -0.0560507
-0.00106558  -0.0273682  -0.0273682  -0.00106558  157  159  0.0526052  -0.0568676
-0.00107335  -0.0274751  -0.0274751  -0.00107335  159  161  0.0528035  -0.0570969
-0.00106058  -0.0273049  -0.0273049  -0.00106058  161  163  0.0524887  -0.0567311
-0.00102778  -0.0268654  -0.0268654  -0.00102778  163  165  0.0516752  -0.0557863
-0.000975634  -0.0261766  -0.0261766  -0.000975634  165  167  0.0504019  -0.0543044
-0.000908128  -0.0252708  -0.0252708  -0.000908128  167  169  0.0487253  -0.0523578
-0.000827195  -0.0241885  -0.0241885  -0.000827195  169  171  0.0467225  -0.0500313
-0.000737026  -0.0229789  -0.0229789  -0.000737026  171  173  0.0444837  -0.0474318
-0.000641658  -0.0216966  -0.0216966  -0.000641658  173  175  0.04211  -0.0446766
-0.000545443  -0.0203998  -0.0203998  -0.000545443  175  177  0.0397088  -0.0418905
-0.000452735  -0.0191469  -0.0191469  -0.000452735  177  179  0.0373884  -0.0391993
-0.000367467  -0.017994  -0.017994  -0.000367467  179  181  0.035253  -0.0367229
-0.000293659  -0.0169928  -0.0169928  -0.000293659  181  183  0.0333983  -0.0345729
-0.000234163  -0.0161877  -0.0161877  -0.000234163  183  185  0.0319071  -0.0328438
-0.000191995  -0.0156154  -0.0156154  -0.000191995  185  187  0.0308467  -0.0316147
-0.000168483  -0.0153012  -0.0153012  -0.000168483  187  189  0.0302654  -0.0309393
-0.000165194  -0.0152606  -0.0152606  -0.000165194  189  191  0.0301907  -0.0308515
-0.00018176  -0.015496  -0.015496  -0.000181761  191  193  0.0306284  -0.0313555
-0.000218116  -0.0159991  -0.0159991  -0.000218117  193  195  0.031562  -0.0324345
-0.000272288  -0.0167489  -0.0167489  -0.000272288  195  197  0.0329533  -0.0340424
-0.000342582  -0.0177145  -0.0177145  -0.000342582  197  199  0.0347438  -0.0361142
-0.000425708  -0.0188543  -0.0188543  -0.000425708  199  201  0.0368571  -0.0385599
-0.000518541  -0.0201194  -0.0201194  -0.000518541  201  203  0.0392017  -0.0412759
-0.000616911  -0.0214542  -0.0214542  -0.000616911  203  205  0.0416746  -0.0441423
-0.000716698  -0.0227997  -0.0227997  -0.000716698  205  207  0.044166  -0.0470328
-0.000813369  -0.0240949  -0.0240949  -0.000813369  207  209  0.0465632  -0.0498166
-0.000902624  -0.0252807  -0.0252807  -0.000902624  209  211  0.0487561  -0.0523666
-0.000979718  -0.0263012  -0.0263012  -0.000979718  211  213  0.050643  -0.0545619
-0.00104201  -0.0271083  -0.0271083  -0.00104201  213  215  0.0521325  -0.0563005
-0.00108538  -0.0276612  -0.0276612  -0.00108538  215  217  0.0531517  -0.0574932
-0.00110809  -0.0279319  -0.0279319  -0.00110809  217  219  0.0536477  -0.0580801
-0.001107  -0.0279039  -0.0279039  -0.001107  219  221  0.0535939  -0.0580219
-0.00108473  -0.0275763  -0.0275763  -0.00108473  221  223  0.0529831  -0.057322
-0.00103985  -0.0269588  -0.0269588  -0.00103985  223  225  0.0518379  -0.0559973
-0.000974773  -0.0260762  -0.0260762  -0.000974773  225  227  0.0502029  -0.0541019
-0.000892556  -0.0249661  -0.0249661  -0.000892556  227  229  0.0481471  -0.0517173
-0.000796758  -0.0236771  -0.0236771  -0.000796758  229  231  0.0457608  -0.0489478
-0.000691922  -0.0222668  -0.0222668  -0.000691922  231  233  0.0431497  -0.0459174
-0.000582627  -0.0207978  -0.0207978  -0.000582627  233  235  0.0404304  -0.0427609
-0.00047413  -0.0193362  -0.0193362  -0.00047413  235  237  0.0377242  -0.0396207
-0.000371064  -0.0179473  -0.0179473  -0.000371063  237  239  0.0351525  -0.0366368
-0.000278374  -0.0166941  -0.0166941  -0.000278374  239  241  0.0328315  -0.033945
1     0.042585     -0.045237
