1     0.00245105
3     0.00470011
5     0.00456107
7     0.00458204
9     0.00457496
11     0.00457061
13     0.00456353
15     0.00455466
17     0.00454408
19     0.00453107
21     0.00451602
23     0.00449895
25     0.00448032
27     0.00446035
29     0.00443962
31     0.00441853
33     0.00439767
35     0.00437751
37     0.00435857
39     0.00434129
41     0.00432607
43     0.00431325
45     0.00430308
47     0.00429574
49     0.00429133
51     0.00428987
53     0.00429129
55     0.00429546
57     0.00430214
59     0.00431105
61     0.00432187
63     0.00433431
65     0.00434785
67     0.00436208
69     0.00437657
71     0.00439091
73     0.00440479
75     0.00441768
77     0.00442928
79     0.0044393
81     0.00444748
83     0.00445362
85     0.00445758
87     0.00445928
89     0.00445871
91     0.00445588
93     0.00445092
95     0.00444397
97     0.00443525
99     0.00442501
101     0.00441358
103     0.00440128
105     0.00438848
107     0.00437555
109     0.0043629
111     0.00435088
113     0.00433987
115     0.00433019
117     0.00432213
119     0.00431593
121     0.00431178
123     0.00430977
125     0.00430995
127     0.0043123
129     0.00431679
131     0.00432319
133     0.00433129
135     0.00434084
137     0.00435154
139     0.00436311
141     0.00437512
143     0.00438722
145     0.00439907
147     0.0044103
149     0.00442059
151     0.00442964
153     0.00443718
155     0.00444301
157     0.00444696
159     0.00444891
161     0.00444881
163     0.00444666
165     0.00444252
167     0.00443651
169     0.00442879
171     0.0044196
173     0.00440919
175     0.00439786
177     0.00438596
179     0.00437383
181     0.00436184
183     0.00435033
185     0.00433972
187     0.0043303
189     0.00432237
191     0.00431613
193     0.00431195
195     0.00430987
197     0.00430996
199     0.00431224
201     0.00431668
203     0.00432315
205     0.00433147
207     0.00434137
209     0.00435259
211     0.00436476
213     0.00437755
215     0.00439056
217     0.00440342
219     0.00441573
221     0.00442715
223     0.00443733
225     0.00444599
227     0.00445285
229     0.00445771
231     0.00446042
233     0.00446089
235     0.00445906
237     0.00445499
239     0.00444874
241     0.00444046
243     0.00443036
245     0.00441869
247     0.00440577
249     0.00439189
251     0.00437755
253     0.00436309
255     0.00434891
257     0.00433537
259     0.00432313
261     0.00431242
263     0.00430359
265     0.00429697
267     0.00429286
269     0.00429146
271     0.00429291
273     0.00429725
275     0.00430447
277     0.00431447
279     0.00432708
281     0.00434203
283     0.00435903
285     0.00437765
287     0.00439751
289     0.00441805
291     0.00443888
293     0.00445934
295     0.00447915
297     0.00449762
299     0.00451466
301     0.00452969
303     0.0045428
305     0.00455373
307     0.00456247
309     0.00456969
311     0.00457421
313     0.00458154
315     0.0045607
317     0.00469991
319     0.00245095
